image,cls,fd_full,r2_full,fd_fine_1_8,fd_mid_8_64,fd_coarse_32_256,counts
50,contamination,1.3941311450731113,0.9964563522079257,1.4614238248295792,1.261071927343016,1.622982744987038,"[219009, 69837, 25428, 10478, 4629, 2002, 752, 239, 69]"
49,vegetation,0.7796646107708581,0.9897155074435608,0.833361518137653,0.6935264130011298,0.9764148078475343,"[1162, 559, 311, 206, 140, 85, 49, 26, 11]"
49,contamination,1.2570741170996622,0.9920198368357198,1.5628546093309348,1.0132458883559101,1.2920788161222347,"[112590, 33622, 11273, 4380, 2006, 1026, 527, 214, 70]"
48,vegetation,0.9639798360460362,0.9956799242455254,1.1193373426967583,0.8709694063900378,0.9963175562961429,"[3075, 1197, 556, 299, 164, 89, 49, 26, 11]"
48,contamination,1.265771169526406,0.9941352455510647,1.5224480914996918,1.0477202619852959,1.3212290142240586,"[113812, 34762, 12066, 4805, 2171, 1079, 539, 208, 70]"
47,vegetation,0.6470905522829364,0.9803212037895926,0.7709008869299969,0.47520408612164006,0.8376667152503786,"[610, 308, 184, 122, 91, 63, 46, 26, 11]"
47,contamination,1.233110648611032,0.9934088665751082,1.4443101052449143,1.0052775384009474,1.3952602872246156,"[102350, 32558, 11905, 5087, 2486, 1262, 625, 231, 70]"
46,vegetation,0.9440193974349731,0.996206582126585,1.0763167796545194,0.8576670016793168,0.9851585829865286,"[2969, 1230, 587, 316, 181, 95, 54, 29, 12]"
46,contamination,1.1824443984880222,0.9913925823824958,1.4771195943469182,0.9470202711452143,1.2268915891340684,"[71693, 22343, 7981, 3329, 1597, 859, 459, 196, 67]"
44,vegetation,0.3825606055484469,0.9182851541093454,0.45340586786818,0.1905811576773423,0.6580256305408084,"[163, 103, 77, 63, 56, 47, 43, 27, 12]"
44,contamination,1.1960641186789087,0.9924412942817377,1.3447904115165912,0.9788028392964677,1.4352915119037037,"[83626, 28461, 11229, 5100, 2555, 1358, 656, 239, 69]"
43,vegetation,0.6285578589734857,0.9816871757635346,0.7485169333334734,0.49065730787063333,0.8036525876025122,"[588, 287, 175, 123, 94, 64, 45, 26, 12]"
43,contamination,1.2138450845714555,0.9923587220679588,1.451370575623901,0.9709945130513865,1.3630044881266883,"[89937, 28450, 10408, 4397, 2137, 1141, 575, 224, 67]"
42,vegetation,0.37173875855556,0.9088042255819045,0.3148497803247008,0.23821390187582156,0.6862496476250076,"[124, 89, 73, 64, 56, 44, 40, 22, 11]"
42,contamination,1.2131425743214466,0.9920782904330032,1.4756762782797526,0.9629782038087964,1.3277345627555759,"[91988, 28661, 10264, 4282, 2034, 1100, 568, 222, 70]"
41,vegetation,0.8808698563128221,0.9922366451781536,1.0270773579888703,0.7473322885735688,0.9947223025309742,"[2325, 982, 491, 273, 167, 98, 58, 32, 12]"
41,contamination,1.1942660483900673,0.9926560216501694,1.4218289461952556,0.9639015669175688,1.3486920009972396,"[83102, 26571, 9889, 4325, 2121, 1156, 571, 224, 70]"
40,vegetation,0.8360850682290669,0.9929357932929311,0.9302208273053076,0.7307639411628317,0.9559431577856261,"[1606, 727, 382, 232, 138, 82, 51, 28, 11]"
