,0
n_pre,34.0
n_post,24.0
con_ever_km2,29.5116948
con_pre_ge50_km2,1.448874
con_post_ge50_km2,1.5547644
persistent_km2,0.8630496
removed_km2,0.06957719999999999
new_km2,0.271908
con_ever_ge25_km2,3.413592
con_core_ge75_km2,0.3509604
veg_ever_km2,4.754378244050793
veg_ge25_km2,0.4302253633725057
veg_ge50_km2,0.035866483198990454
veg_pre_ge25_km2,0.4366054589415569
veg_post_ge25_km2,0.6692202946888556
veg_gain_km2,0.28365560029970815
veg_loss_km2,0.19174773710229512
